"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"188","11 March 2019 8:15:52 am","Kevin","France","University of Colorado","Detecting Protoplanets and Tracing the Composition and Evolution of Planet-forming Material with Large UV/Optical Observatories"," This white paper describes how future, large (primary apertures larger than ~12m) UV/optical observatories can detect accreting protoplanets, quantify the evolution of material at planet-forming radii, and provide new constraints on the dispersal of material through disk winds.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-af485bc8a325136a398738329de71a31_FranceKevin.pdf"
"189","11 March 2019 9:02:52 am","Odette","Toloza","University of Warwick","Understanding the evolution of close white dwarf binaries","In this white paper we stressed the importance of ultraviolet (high-resolution) and optical (low- and high-) spectroscopy to understand of evolution of close binaries that contain white dwarfs which lead to a variety of outcomes.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-a01abec21290b99fca1ed11719f1a726_TolozaOdetteF.pdf"
"190","11 March 2019 9:18:56 am","Philip","Muirhead","Boston University","Searching for Exosatellites Orbiting L and T Dwarfs: Connecting Planet Formation to Moon Formation and Finding New Temperate Worlds","L-type and T-type dwarfs span the boundaries between main-sequence stars, brown dwarfs, and planetary-mass objects. The discovery of satellites orbiting L or T dwarfs will have transformative implications.  In this white paper, we discuss the scientific motivations behind searching for transiting satellites orbiting L and T dwarfs.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-47d44c43f2cdddace53e2d3f896524a8_MuirheadPhilipS.pdf"
"191","11 March 2019 9:33:06 am","Boris","Gaensicke","University of Warwick","Evolved Planetary Systems around White Dwarfs","This white paper describes an ambitious research programme into the architectures of evolved planetary systems and their use as probes of the bulk abundances of exo-planetesimals, and we identify the facilities required over the next decade to reach our scientific goals.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-6d64193d5dfca0d264af3121f43de959_GaensickeBorisT.pdf"
"192","11 March 2019 9:38:53 am","Douglas","Gies","Georgia State University","High Angular Resolution Astrophysics: Evolutionary Impact of Stellar Mass Loss","This is a discussion of how high angular resolution investigations will explore the processes of mass ejection at unprecedented photospheric scales. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-ca8302b043a5695ae2c93b107b5713cb_GiesDouglasR.pdf"
"193","11 March 2019 9:49:35 am","Hadi","Rahmani","Paris Observatory","Quasar absorption lines as astrophysical probes of fundamental physics and cosmology","Quasar absorption lines provide unique tools to probe fundamental physics over cosmological scales. In this WP, we discuss the current open questions in the modern cosmology that can be answered, uniquely, using such absorption lines. We emphasise the essential role of a future high spectral resolution UV spectrograph in space, like LUVOIR/POLLUX.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-a23ce57699c6eee5cdc17f0bf189758f_RahmaniHadi.pdf"
"194","11 March 2019 9:59:45 am","Andrea","Bellini","Space Telescope Science Institute","Science at the edges:\ internal kinematics of globular clusters' external fields","The outer regions of globular clusters (GCs) can enable us to answer many fundamental questions. The outskirts of GCs are still uncharted territories observationally. A very efficient way to explore them is through high-precision proper motions of low-mass stars over a large field of view. To do this, WFIRST represents the best observational tool.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-8bce5bd18f8f2781cec32bce33b70c32_BelliniAndrea.pdf"
"195","11 March 2019 10:00:16 am","Andrea","Isella","Rice University","Observing  Planetary Systems in the Making","We discuss science cases to support the development of  sub-au imaging capabilities to image forming planets in the terrestrial region of nearby proto-planetary disks.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-f74ea09678493e6d72d740b7481336b5_IsellaAndrea.pdf"
"196","11 March 2019 10:00:32 am","Jillian","Bellovary","CUNY - Queensborough Community College and American Museum of Natural History","Where are the Intermediate Mass Black Holes?","Observational evidence has been mounting for the existence of IMBHs, but constraining their masses is very challenging. IMBHs likely exist in dwarf galaxies, as well as wandering in massive galaxy halos. LISA will demystify IMBHs by detecting their mergers out to extremely high redshifts while measuring their masses with extremely high precision.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-ad1824743a014819901110458468ae00_imbh.pdf"
"197","11 March 2019 10:03:36 am","Abigail","Rymer","JHUAPL","Solar System Ice Giants: Exoplanets in our Backyard.","Future exoplanet exploration can be enhanced by solar system exploration, here we focus on how analysis of solar system Ice Giants can provide enhanced science return to astrophysical measurements and solicit inclusion of specific wording supporting the astrophysical significance of an Ice Giant flagship-class mission in the Astro2020 report.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-12f62871c4844c1d47ab0b25aa9f0bb0_RymerAbigailM.pdf"
"198","11 March 2019 10:06:10 am","Eric","Wolf","University of Colorado","The Importance of 3D General Circulation Models for Characterizing the Climate and Habitability of Terrestrial Extrasolar Planets.","3D GCM modeling is critical for interpreting spectra of exoplanets taken from current and planned instruments.  We recommend continued institutional support for 3D GCM modeling teams that focus on planetary and exoplanetary applications.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-e768ad3ab08a299a9cc94bbadffdc59c_WolfEricT.pdf"
"199","11 March 2019 10:20:47 am","George","Chartas","College of Charleston","A New Era for X-ray Lensing Studies of Quasars and Galaxies","Gravitational lensing can be used to infer the structure near black holes, constrain the dynamics and evolution of black-hole accretion and outflows, test general relativity and constrain the evolution of dark matter in galaxies. These science goals can be reached with a next generation sub-arcsec and high-throughput  X-ray telescope. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-bfe03196e36e2a47532fa1eba04c08f7_ChartasGeorge.pdf"
"200","11 March 2019 10:20:58 am","Stuart F.","Taylor","Participation Worldscope","Characterizing the Distribution of Parameters of Planets Found by Radial Velocity is Essential for Understanding Planet Formation and Evolution","mation that can provide essential guidance to understanding the evolution of planetary systems. Structure that depends on the star’s metallicity has been found in the counts of planets by log period. Eccentricity has correlations with planet number, metallicity, aggregate planet count density per log period, stellar multiplicity, and planet mass. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-d568db849418e6dce860563590e539f9_TaylorStuartF.pdf"
"201","11 March 2019 10:22:53 am","Roderik","Overzier","Observatório Nacional / Institute of Astronomy, Geophysics and Atmospheric Sciences, University of São Paulo","Tracing the formation history of galaxy clusters into the epoch of reionization","Protoclusters at z>2 are the sites of cluster formation. Deep, wide surveys are now delivering large numbers of these structures, allowing us to trace the origin of galaxy clusters into the epoch of reionization. Here we review our current understanding  of the field with an emphasis on the next generation of large aperture telescopes. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-f81f86916e6347e7fbcfe2027a1cf01f_OverzierKashikawa_WP2020.pdf"
"202","11 March 2019 10:30:41 am","Rachael","Roettenbacher","Yale University","High Angular Resolution Astrophysics:  Resolving Stellar Surface Features","We discuss the main types of stars for which imaging surface features is currently possible using long-baseline optical interferometry and what improved observing techniques would provide for imaging stellar surface features.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-f28b9b0f5167924c04c11da3ad3a9e0e_RoettenbacherRachaelM.pdf"
"203","11 March 2019 10:36:55 am","Bjorn","Davidsson","Jet Propulsion Laboratory, California Institute of Technology","Deciphering the Protostellar Disk Evolution Recorded by Cometary Deuterated Water","We propose intensified efforts to determine the deuterium abundance in comet water for a large number of objects, and to use this information to better understand the physical and chemical evolution of protostars during their collapse phase.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-a349641240d23201f790243fe1e89adc_DavidssonBjornJR.pdf"
"204","11 March 2019 10:42:07 am","MATTIA","DI MAURO","NASA's Goddard Space Flight Center","Prospects for the detection of synchrotron halos around middle-age pulsars","Cosmic-ray positrons emitted by PWNe can produce photons, distributed in halos, at X-ray energies through synchrotron radiation. In this white paper we show that mission concepts, such as AMEGO AdEPT, are suitable to detect these synchrotron halos and we will report the list of the most promising PWNe that could be able to detect. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-613b1b24a8b9674ca8b65977cb9e171c_Whitepaper_SyncHalos_dimauro.pdf"
"205","11 March 2019 10:54:54 am","Jens","Chluba","Jodrell Bank Center for Astrophysics, University of Manchester","Spectral Distortions of the CMB as a Probe of Inflation, Recombination, Structure Formation and Particle Physics","This WP describes the future science opportunities using CMB spectral distortions of the cosmic microwave background as a probe of fundamental physics.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-4351d254ab97332621b8e6ad0095ef58_JensChluba.pdf"
"206","11 March 2019 10:59:07 am","Abigail","Vieregg","University of Chicago","Astrophysics Uniquely Enabled by Observations of High-Energy Cosmic Neutrinos","This white paper describes the outstanding astrophysics questions that neutrino astronomy can address in the coming decade.  Detailed measurements of the diffuse neutrino flux, neutrinos from point sources, and multi-messenger observations with neutrinos will enable the discovery and characterization of the most energetic sources in the Universe.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-fb25ad9bcffd80547df224d99bcf41d1_astrophysicsWithNeutrinos.pdf"
